"z000001a","t","wave","year","cohort","sex","yob","hle","pinc","hhinc","marstat","z000002a","jczf001a","jczf002a","jczf003a","jczf004a","jczf005a","jczf006a","jczf007a","jazc039a","jczq009a","jczf030a","jczf031a","jczf032a","jczf033a","jczf034a","jczf035a","jczf036a","jczf037a","jczf038a","jczf039a","jczj074a","jczj075a","jczj079a","jcdu080a","jcdu081a","jcdu082a","jcct087a"
431585901,59,"jc",2022,1,"2",1981,"7",6,5,"1","ZA5665","2","2","2","5","4","2","2","6","4","1","0","1","0","0","0","0","0","0","0","2","2","1","98","98","1","98"
938051003,59,"jc",2022,3,"2",1977,"4",6,3,"1","ZA5665","2","1","2","5","5","1","2","98","4","0","0","0","0","0","0","1","0","0","0","2","1","1","4","98","1","3"
722259901,59,"jc",2022,4,"1",1979,"7",12,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527738204,59,"jc",2022,4,"2",1968,"5",5,3,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964782501,59,"jc",2022,1,"2",1964,"7",9,6,"2","ZA5665","1","2","1","5","5","2","2","2","5","0","0","0","0","0","0","1","0","0","0","4","4","3","2","2","1","2"
428934401,59,"jc",2022,4,"2",1966,"5",1,4,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541602901,59,"jc",2022,4,"2",1943,"5",1,3,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233693503,59,"jc",2022,3,"1",1977,"5",98,98,"2","ZA5665","1","4","1","1","4","5","2","5","4","0","0","0","0","0","0","1","0","0","0","4","4","5","2","1","1","2"
414512101,59,"jc",2022,1,"1",1966,"4",97,1,"4","ZA5665","2","1","2","4","5","4","2","98","3","1","0","1","0","0","0","1","0","0","1","3","3","3","3","2","1","98"
101172701,59,"jc",2022,3,"2",1963,"5",7,2,"2","ZA5665","2","2","1","2","4","2","5","98","4","0","0","0","0","0","0","0","0","0","0","4","4","4","98","2","2","3"
934288601,59,"jc",2022,1,"2",1963,"7",11,5,"4","ZA5665","1","2","4","5","5","1","2","98","5","1","0","1","0","0","0","0","0","1","1","5","3","3","4","1","1","2"
544965801,59,"jc",2022,1,"2",1954,"4",2,2,NA,"ZA5665","1","4","3","5","5","5","97","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","1","4","2","1","2"
614183602,59,"jc",2022,1,"2",1963,"7",15,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266898504,59,"jc",2022,4,"1",1990,"7",12,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658363801,59,"jc",2022,1,"2",1972,"6",6,7,"2","ZA5665","4","4","4","5","5","3","1","7","4","1","0","0","0","0","0","1","0","0","0","3","3","4","3","98","3","2"
601979001,59,"jc",2022,2,"1",1983,"7",14,9,"2","ZA5665","2","4","2","1","1","3","4","3","2","0","0","0","0","0","0","1","0","0","0","3","3","3","2","98","1","2"
965185801,59,"jc",2022,1,"1",1982,"7",13,9,"2","ZA5665","1","1","1","2","4","4","2","5","4","0","0","0","0","0","0","0","0","0","0","2","3","4","2","1","1","3"
778778201,59,"jc",2022,3,"1",1977,"5",8,3,"1","ZA5665","3","2","2","4","5","5","1","98","3","0","0","0","0","0","1","1","0","0","0","2","4","5","2","2","3","2"
133192501,59,"jc",2022,3,"2",1953,"4",NA,NA,"4","ZA5665","1","1","1","4","3","5","5","2","4","0","0","0","0","0","0","0","0","0","0","4","4","5","2","2","1","3"
513089501,59,"jc",2022,3,"1",1950,"4",9,6,"2","ZA5665","1","2","2","1","4","4","2","4","4","1","0","0","0","0","0","0","0","0","0","5","4","5","2","2","1","2"
301752201,59,"jc",2022,1,"2",1944,"4",6,5,"2","ZA5665","1","4","4","1","5","2","97","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","2","3","3","2","2"
464181202,59,"jc",2022,1,"2",1954,"6",6,5,"4","ZA5665","1","1","1","3","4","1","1","98","4","0","0","1","0","0","0","1","0","0","0","3","3","3","3","2","1","2"
350291604,59,"jc",2022,3,"2",1959,"2",14,5,"2","ZA5665","1","1","1","2","3","4","3","5","5","1","0","1","0","0","0","1","0","0","0","4","3","4","1","2","1","3"
613767701,59,"jc",2022,1,"2",1990,"6",5,98,"1","ZA5665","1","2","4","4","4","4","1","5","4","1","0","1","1","0","0","1","1","0","0","4","4","5","3","1","1","2"
198038201,59,"jc",2022,1,"2",1969,"5",5,6,"2","ZA5665","1","2","4","4","4","4","2","7","3","0","0","0","0","0","0","1","1","0","0","4","4","4","3","2","3","2"
892551301,59,"jc",2022,3,"1",1953,"5",12,6,"2","ZA5665","1","1","1","1","2","2","2","98","3","0","0","0","0","0","0","1","1","0","0","3","3","4","3","2","2","2"
586752902,59,"jc",2022,3,"1",1982,"5",14,7,"1","ZA5665","1","2","3","5","5","5","1","6","4","1","0","0","0","0","0","1","0","0","0","2","2","2","4","3","4","3"
304856801,59,"jc",2022,1,"2",1970,"5",4,98,"2","ZA5665","1","1","4","2","4","4","4","7","3","1","0","0","0","0","0","0","0","1","0","3","3","2","4","3","4","2"
568908003,59,"jc",2022,4,"2",1966,"6",11,9,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126688902,59,"jc",2022,2,"2",1956,"5",10,4,"4","ZA5665","2","2","4","2","3","4","1","98","4","0","0","0","0","0","0","0","1","0","0","3","2","2","3","2","1","3"
438672501,59,"jc",2022,3,"2",1966,"5",5,7,"2","ZA5665","1","2","2","1","4","4","3","98","4","1","0","1","0","0","0","0","0","0","0","5","3","5","2","2","1","3"
479900001,59,"jc",2022,2,"1",1964,"7",12,8,"2","ZA5665","2","2","2","4","2","2","4",NA,"3","0","0","0","0","0","1","1","0","0","0","4","3","3","2","2","1","2"
300946501,59,"jc",2022,1,"2",1955,"5",2,4,"2","ZA5665","2","1","1","4","4","5","97","6","4","0","0","0","0","0","1","0","0","0","0","1","1","1","3","98","2","3"
952268301,59,"jc",2022,1,"2",1983,"4",10,4,"4","ZA5665","2","2","3","5","5","5","1",NA,"4","1","1","1","0","0","0","0","0","1","0","1","1","2","4","3","1","4"
821436001,59,"jc",2022,1,"2",1951,"5",8,5,"2","ZA5665","1","1","1","3","4","5","4","1","4","0","0","0","0","0","0","1","0","0","0","3","3","3","3","2","1","2"
517723701,59,"jc",2022,1,"2",1947,"5",7,98,"5","ZA5665","2","4","3","1","4","2","2","3","5","1","0","1","0","0","1","1","0","0","0","4","3","5","2","2","2","2"
578188202,59,"jc",2022,1,"1",1950,"5",13,6,"2","ZA5665","1","1","1","1","4","4","3","1","3","1","0","1","0","0","0","0","0","0","0","4","2","2","3","3","3","3"
118077802,59,"jc",2022,1,"1",1967,"7",5,98,"1","ZA5665","1","1","1","3","3","2","5","98","3","0","0","0","0","0","0","1","0","0","0","3","3","4","2","2","1","3"
797690201,59,"jc",2022,2,"1",1972,"5",11,5,"2","ZA5665","1","1","1","1","4","4","3","1","4","1","0","0","0","0","0","0","0","0","0","2","3","3","4","3","4","2"
162996803,59,"jc",2022,2,"1",1964,"4",14,7,"2","ZA5665","1","4","1","1","4","4","1","6","3","1","0","0","0","0","0","0","0","0","0","3","3","3","4","3","1","3"
122784601,59,"jc",2022,1,"1",1970,"5",9,4,"5","ZA5665","1","1","1","1","4","4","2","98","4","0","0","0","0","0","0","0","0","0","0","2","2","3","98","3","1","4"
369796603,59,"jc",2022,3,"2",1961,"4",14,5,"2","ZA5665","1","1","1","2","2","5","3","6","4","1","0","0","0","0","0","1","1","0","0","2","2","2","2","2","2","2"
245590501,59,"jc",2022,1,"2",1959,"6",4,6,"4","ZA5665","3","1","1","2","4","1","2","98","4","1","0","0","0","0","0","1","1","0","0","4","4","5","3","2","1","2"
598275703,59,"jc",2022,4,"2",1961,"6",8,9,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737283303,59,"jc",2022,1,"2",1954,"5",8,6,"2","ZA5665","1","4","1","3","2","4","1","2","4","0","0","0","0","0","0","1","0","0","0","4","3","3","4","3","1","2"
916173104,59,"jc",2022,2,"2",1983,"6",5,98,"1","ZA5665","1","1","1","4","5","2","1","1","4","0","0","1","0","0","0","1","0","0","0","3","3","1","2","2","1","4"
396504401,59,"jc",2022,3,"1",1962,"5",11,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951871703,59,"jc",2022,2,"1",1952,"6",10,6,"2","ZA5665","1","5","1","1","3","4","1","98","4","1","0","1","0","1","1","1","1","0","0","3","3","3","4","98","1","3"
996592704,59,"jc",2022,2,"2",1947,"7",4,98,"2","ZA5665","1","1","1","1","2","2","3","1","4","0","0","0","0","0","0","0","0","0","0","5","4","4","2","1","1","2"
427238603,59,"jc",2022,1,"1",1955,"5",1,6,"2","ZA5665","1","1","1","1","4","2","1","2","4","0","0","0","0","0","0","1","1","0","0","3","3","3","2","2","1","2"
848001404,59,"jc",2022,1,"1",1991,"6",12,6,"1","ZA5665","1","1","3","4","4","5","2","3","5","1","0","1","0","0","1","1","0","1","0","2","3","5","98","2","2","2"
953313301,59,"jc",2022,1,"2",1989,"7",9,7,"2","ZA5665","2","1","2","4","4","1","1","4","4","1","0","0","1","0","1","1","0","0","0","3","3","4","98","2","2","2"
361196004,59,"jc",2022,4,"1",1975,"7",14,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547035704,59,"jc",2022,1,"1",1967,"4",98,98,"2","ZA5665","1","3","1","1","5","4","2","1","4","1","0","1","0","0","0","1","0","0","0","1","1","1","3","98","2","2"
299951001,59,"jc",2022,1,"2",1961,"5",10,7,"4","ZA5665","2","5","1","4","5","4","4","4","4","0","0","0","0","0","0","1","0","0","1","3","3","4","98","98","98","3"
472658002,59,"jc",2022,1,"1",1961,"5",13,6,"2","ZA5665","1","2","2","5","5","4","1",NA,"4","1","0","1","0","0","0","1","0","0","0","3","3","4","98","98","98","1"
924391003,59,"jc",2022,3,"1",1967,"5",7,4,"4","ZA5665","2","2","2","5","5","2","4","6","4","0","0","0","0","0","0","1","0","0","0","2","1","2","98","98",NA,"98"
429616803,59,"jc",2022,1,"1",1956,"6",15,9,"2","ZA5665","1","4","1","5","5","4","2","6",NA,"1","0","0","0","0","0","0","0","0","0","2","2","3","3","3","4","2"
574750901,59,"jc",2022,1,"2",1982,"7",12,9,"2","ZA5665","2","3","5","4","1","1","2","1","4","1","0","1","0","0","0","0","0","0","0","4","3","4","2","2","1","2"
459595401,59,"jc",2022,4,"2",1995,"7",2,98,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182342504,59,"jc",2022,2,"2",1968,"4",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251471203,59,"jc",2022,3,"1",1944,"7",13,9,"2","ZA5665","1","2","3","1","3","2","4","2","3","0","0","0","0","0","0","1","0","0","0","4","3","5","2","2","2","3"
524083401,59,"jc",2022,1,"1",1955,"7",10,7,"5","ZA5665","1","1","1","2","2","3","3","3","3","0","0","0","0","0","0","1","0","0","0","3","3","5","2","2","1","2"
452651001,59,"jc",2022,4,"1",1995,"7",11,9,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212093402,59,"jc",2022,2,"2",1990,"7",9,6,"2","ZA5665","2","1","2","4","4","4","2","1","3","0","0","0","0","0","0","1","0","0","0","2","3","3","2","2","1","2"
563293902,59,"jc",2022,1,"1",1950,"7",15,9,"2","ZA5665","2","2","1","1","1","4","5","1","4","1","0","0","1","0","0","0","0","0","0","3","3","3","2","3","2","2"
872179002,59,"jc",2022,1,"1",1953,"7",5,7,"2","ZA5665","1","2","1","2","2","2","2","2","4","1","0","0","0","0","0","1","0","0","0","4","3","3","3","2","2","3"
779269801,59,"jc",2022,1,"2",1960,"5",97,3,"5","ZA5665","2","2","2","2","1","1","1","98","4","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","2","3"
924149402,59,"jc",2022,1,"1",1948,"5",NA,NA,"2","ZA5665","1","2","1","1","4","4","97","98","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","2","1","2"
844529502,59,"jc",2022,1,"1",1963,"7",15,9,"4","ZA5665","1","1","1","1","2","2","2","98","3","0","0","0","0","0","0","1","0","0","0","4","3","5","98","2","1","98"
767206604,59,"jc",2022,4,"2",1968,"7",9,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729103301,59,"jc",2022,2,"1",1966,"5",12,5,"1","ZA5665","1","4","1","3","3","5","6","1","4","1","0","0","0","0","0","1","0","0","0","3","3","3","98","98","98","3"
160070104,59,"jc",2022,4,"2",1972,"6",12,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186915501,59,"jc",2022,2,"2",1962,"5",4,6,"2","ZA5665","1","1","1","1","3","1","2","98","3","0","0","0","0","0","0","1","0","0","0","4","4","5","3","2","1","2"
287213603,59,"jc",2022,3,"2",1969,"4",5,4,"1","ZA5665","1","2","1","4","5","5","4","98","3","1","0","0","0","0","0","1","0","0","0","3","3","3","98","98","2","3"
505995303,59,"jc",2022,3,"2",1951,"6",12,6,"2","ZA5665","1","1","1","1","1","3","5","2","4","1","0","0","0","0","0","0","0","0","0","3","3","3","1","2","1","2"
343605401,59,"jc",2022,3,"1",1943,"4",5,2,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262986802,59,"jc",2022,1,"1",1982,"7",6,7,"2","ZA5665","2","2","2","1","2","4","2","5","4","0","0","0","0","0","1","1","0","0","0","4","3","4","1","2","1","2"
892047701,59,"jc",2022,1,"2",1955,"7",5,4,"2","ZA5665","1","4","2","3","3","2","1","5","4","0","0","0","0","0","0","1","0","0","1","4","3","5","2","2","1","2"
789243301,59,"jc",2022,2,"1",1968,"6",15,9,"2","ZA5665","1","1","1","3","4","3","3",NA,"4","0","0","1","0","0","0","0","0","0","0","4","4","5","1","1","3","2"
780745202,59,"jc",2022,2,"1",1991,"7",3,4,"2","ZA5665","1","1","5","3","4","4","3","2","3","1","1","1","0","0","0","1","0","1","0","3","3","3","2","1","2","2"
439745303,59,"jc",2022,3,"2",1966,"5",5,6,"4","ZA5665","5","1","3","2","5","2","2","1","3","1","0","0","0","0","0","0","0","0","0","2","2","2","2","2","1","3"
463178304,59,"jc",2022,4,"2",1968,"7",4,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937971604,59,"jc",2022,1,"2",1992,"7",6,7,"1","ZA5665","1","1","1","3","4","4","1","5","4","0","0","1","1","0","0","1","0","0","0","4","3","5","3","3","4","2"
568306603,59,"jc",2022,3,"2",1992,"6",9,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126233802,59,"jc",2022,3,"2",1986,"7",98,98,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208301504,59,"jc",2022,1,"1",1948,"5",12,6,"2","ZA5665","1","1","1","1","3","2","2","1","4","1","0","0","0","0","0","1","0","0","0","3","3","3","3","2","2","2"
438672501,59,"jc",2022,2,"2",1974,"7",11,8,"2","ZA5665","2","3","1","3","4","4","1","5","5","0","0","0","1","0","0","1","0","0","0","5","4","3","2","2","1","3"
510147602,59,"jc",2022,4,"2",1981,"7",3,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759732401,59,"jc",2022,2,"1",1951,"7",9,6,"2","ZA5665","1","1","1","1","2","2","4","6","4","0","0","0","0","0","0","0","0","0","0","1","3","3","3","2","1","2"
791181501,59,"jc",2022,1,"2",1976,"5",8,5,"2","ZA5665","2","2","1","3","4","1","2","2","4","1","0","1","0","0","0","1","0","0","0","4","4","4","2","2","2","2"
526141503,59,"jc",2022,3,"2",1961,"7",9,7,"2","ZA5665","1","1","1","1","4","3","2",NA,"4","0","0","0","0","0","0","0","0","0","0","4","4","4","2","2","2","3"
241161603,59,"jc",2022,1,"1",1966,"4",8,3,"1","ZA5665","1","2","1","1","1","5","4","2","5","1","0","1","1","0","0","1","0","0","0","5","1","1","2","2","1","4"
284355801,59,"jc",2022,4,"2",1995,"7",5,98,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812697301,59,"jc",2022,3,"1",1943,"6",9,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775352404,59,"jc",2022,4,"1",1943,"7",12,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642663601,59,"jc",2022,1,"2",1966,"5",10,6,"2","ZA5665","2","1","1","1","4","4","97","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","98","3","2","2"
592253503,59,"jc",2022,4,"1",1943,"7",14,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498218401,59,"jc",2022,4,"2",1978,"7",6,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462224501,59,"jc",2022,3,"1",1985,"5",8,5,"2","ZA5665","1","1","4","4","4","5","1","6","3","0","0","0","0","0","0","1","0","0","0","2","2","3","3","2","1","3"
463073904,59,"jc",2022,4,"2",1995,"7",2,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923719004,59,"jc",2022,1,"1",1959,"4",7,7,"5","ZA5665","1","4","1","2","3","5","4",NA,"4","1","0","0","0","0","0","0","0","0","0","5","5","5",NA,"98","98","98"
607159801,59,"jc",2022,1,"2",1952,"4",3,98,"2","ZA5665","1","1","1","1","4","4","2","2","4","1","1","1","1","0","1","1","0","0","0","4","4","5","2","2","1","2"
443102601,59,"jc",2022,1,"1",1958,"7",11,6,"2","ZA5665","2","1","1","1","1","1","2","5","5","0","0","0","0","0","0","0","0","0","0","4","4","5","2","2","1","2"
202994101,59,"jc",2022,2,"2",1951,"6",8,6,"2","ZA5665","1","2","2","1","5","1","2",NA,"4","0","0","0","0","0","0","0","0","0","0","3","3","2","3","3","4","3"
506640903,59,"jc",2022,3,"2",1952,"6",15,8,"2","ZA5665","1","1","1","1","3","4","2","5","4","0","0","0","0","0","0","1","0","0","0","4","4","4","2","2","1","2"
193616601,59,"jc",2022,1,"1",1949,"7",8,6,"2","ZA5665","4","4","2","1","5","4","6","98","3","0","0","0","1","0","0","0","0","0","0","3","3","3","4","3","4","98"
224919402,59,"jc",2022,1,"2",1959,"2",5,4,"2","ZA5665","1","1","1","2","4","4","4","2","4","1","0","0","0","0","0","0","0","0","0","5","5","5","1","2","1","2"
405143201,59,"jc",2022,4,"1",1984,"7",98,98,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103593801,59,"jc",2022,3,"2",1950,"5",5,5,"2","ZA5665","1","1","1","1","2","3","3","6","4","0","0","0","0","0","0","1","0","0","0","3","3","2","98","2","2","3"
277090601,59,"jc",2022,1,"1",1974,"6",14,9,"2","ZA5665","4","1","1","3","3","4","2","98","4","1","0","0","0","0","0","1","0","0","0","2","3","5","2","2","1","1"
338554603,59,"jc",2022,3,"1",1963,"7",12,6,"2","ZA5665","1","4","1","4","4","2","2","5","4","0","0","0","0","0","0","1","0","0","0","4","4","4","2","2","1","2"
949089402,59,"jc",2022,2,"2",1979,"7",10,3,"4","ZA5665","1","3","4","2","4","4","2","98","4","0","0","0","0","0","0","1","0","0","0","4","3","3","3","2","1","2"
263928401,59,"jc",2022,2,"2",1970,"5",10,8,"1","ZA5665","1","2","1","2","3","2","1","98","4","1","0","0","0","0","0","0","0","0","0","1","1","2","98","98","98","2"
280413901,59,"jc",2022,3,"1",1968,"5",6,4,"2","ZA5665","2","2","2","5","4","4","2","3","4","0","0","0","0","0","0","1","0","0","0","1","1","1","4","3","1","1"
456815901,59,"jc",2022,1,"2",1964,"5",97,6,"2","ZA5665","1","4","4","2","4","2","2","3","4","1","0","0","0","0","0","0","0","0","0","4","4","4","4","3","1","2"
225602301,59,"jc",2022,2,"1",1944,"5",7,98,"2","ZA5665","1","1","1","1","2","4","97","98","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","2","2","2"
807217201,59,"jc",2022,4,"1",1990,"5",11,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803019101,59,"jc",2022,1,"1",1981,"6",13,6,"2","ZA5665","1","1","1","2","4","4","1","2","4","1","1","1","0","0","0","1","0","0","0","3","3","4","2","2","1","3"
904027902,59,"jc",2022,1,"1",1965,"5",12,6,"2","ZA5665","1","4","1","2","3","5","1","1","3","0","0","0","0","0","0","0","0","0","0","3","4","5","4","3","4","3"
953116304,59,"jc",2022,1,"1",1989,"5",12,7,"2","ZA5665","2","2","2","4","4","2","3","7","4","0","0","0","1","0","1","0","0","0","0","3","3","4","3","3","2","2"
253954303,59,"jc",2022,3,"1",1966,"5",12,4,"2","ZA5665","1","2","2","4","4","4","1",NA,"2","1","0","0","0","0","0","1","0","0","1","1","2","1","2","2","1","3"
924468701,59,"jc",2022,1,"1",1977,"7",14,9,"2","ZA5665","2","4","4","4","4","4","1","7","2","0","0","0","0","0","0","0","0","0","0","3","4","5","4","3","1","2"
100008303,59,"jc",2022,4,"1",1965,"7",13,9,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363311901,59,"jc",2022,2,"1",1963,"5",13,7,"2","ZA5665","1","1","1","1","1","4","2","7","4","0","0","0","0","0","0","1","0","0","0","4","3","5","2","98","2","98"
926767003,59,"jc",2022,3,"2",1995,"6",3,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354803103,59,"jc",2022,3,"2",1973,"7",7,7,"2","ZA5665","4","4","2","5","5","1","2","98","4","1","0","1","0","0","0","1","1","0","0","4","3","4","2","3","1","2"
703911402,59,"jc",2022,3,"2",1983,"6",8,8,"2","ZA5665","1","1","1","1","4","4","1","2","3","0","0","0","0","0","0","1","0","0","0","4","3","3","3","2","2","3"
664125801,59,"jc",2022,4,"2",1986,"7",97,98,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612570602,59,"jc",2022,4,"1",1943,"7",14,8,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729617701,59,"jc",2022,1,"2",1964,"5",8,5,"1","ZA5665","1","2","1","4","4","4","97","98","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1","1","98","98","98","2"
166885904,59,"jc",2022,3,"2",1949,"4",8,5,"2","ZA5665",NA,NA,NA,NA,NA,NA,NA,"4","4","0","0","0","0","0","0","0","0","0","0","4","3","4","2","2","2","2"
195154601,59,"jc",2022,1,"2",1966,"7",13,9,"2","ZA5665","4","4","2","5","5","2","1","5","4","0","0","1","1","0","0","1","1","0","0","3","3","2","1","2","1","2"
569040604,59,"jc",2022,4,"1",1959,"6",14,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129365901,59,"jc",2022,1,"2",1956,"5",11,7,"2","ZA5665","2","2","1","2","4","5","2","1","4","1","0","1","0","0","0","1","0","0","0","4","3","4","2","1","1","2"
398357801,59,"jc",2022,3,"1",1983,"7",7,6,"2","ZA5665","2","1","2","1","4","1","2","98","4","0","0","0","0","0","0","1","0","0","0","3","3","4","2","2","1","2"
580295204,59,"jc",2022,4,"1",1944,"5",10,5,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498541603,59,"jc",2022,3,"2",1967,"6",11,9,"2","ZA5665","2","2","2","5","5","2","2","4","4","1","0","0","0","0","0","1","0","0","0","3","3","4","1","98","1","2"
849402303,59,"jc",2022,3,"2",1971,"5",7,2,"2","ZA5665","2","1","1","3","4","4","1","98","5","0","0","0","0","0","0","1","1","0","0","1","3","5","2","2","2","3"
781351201,59,"jc",2022,4,"1",1943,"7",10,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972005802,59,"jc",2022,2,"1",1956,"5",9,6,"2","ZA5665","1","4","1","4","4",NA,"97","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","2","2","1","2"
419390202,59,"jc",2022,1,"1",1992,"7",11,7,"1","ZA5665","2","1","4","4","4","4","1","5","4","1","0","1","0","0","0","1","0","0","0","4","4","5","2","2","1","2"
785333404,59,"jc",2022,1,"2",1943,"4",5,5,"2","ZA5665","1","3","5","5","4","5","3","2","4","1","1","0","0","0","0","0","0","0","0","4","3","4","3","2","2","2"
